Urban_Rural,Cart_(bullock)_Yes,Cart_(bullock)_No,Cart_(bullock)_Total,Township,MIMU_code
 Urban,366,6908,7274,Myauk U,MMR012003
 Rural,4925,29326,34251,Myauk U,MMR012003
 Total,5291,36234,41525,Myauk U,MMR012003
