Urban_Rural,Bicycle_Yes,Bicycle_No,Bicycle_Total,Township,MIMU_code
 Urban,2886,2531,5417,Kyaiklatt,MMR017025
 Rural,7049,31282,38331,Kyaiklatt,MMR017025
 Total,9935,33813,43748,Kyaiklatt,MMR017025
