Urban_Rural,Bicycle_Yes,Bicycle_No,Bicycle_Total,Township,MIMU_code
 Urban,3690,2488,6178,Toungup,MMR012016
 Rural,3769,15292,19061,Toungup,MMR012016
 Total,7459,17780,25239,Toungup,MMR012016
