Urban_Rural,Bicycle_Yes,Bicycle_No,Bicycle_Total,Township,MIMU_code
 Urban,8046,2746,10792,Mudon,MMR011005
 Rural,19453,9067,28520,Mudon,MMR011005
 Total,27499,11813,39312,Mudon,MMR011005
