Urban_Rural,Bicycle_Yes,Bicycle_No,Bicycle_Total,Township,MIMU_code
 Rural,199,9086,9285,Mine Pauk(ST),MMR016003
 Total,199,9086,9285,Mine Pauk(ST),MMR016003
