Urban_Rural,Bicycle_Yes,Bicycle_No,Bicycle_Total,Township,MIMU_code
 Urban,1294,1380,2674,Kangyidaunt,MMR017002
 Rural,13554,26738,40292,Kangyidaunt,MMR017002
 Total,14848,28118,42966,Kangyidaunt,MMR017002
