Urban_Rural,Bicycle_Yes,Bicycle_No,Bicycle_Total,Township,MIMU_code
 Urban,1204,3691,4895,Ottarathiri,MMR018008
 Rural,1901,11865,13766,Ottarathiri,MMR018008
 Total,3105,15556,18661,Ottarathiri,MMR018008
