Urban_Rural,Bicycle_Yes,Bicycle_No,Bicycle_Total,Township,MIMU_code
 Urban,5306,2572,7878,Khayan,MMR013026
 Rural,16974,14462,31436,Khayan,MMR013026
 Total,22280,17034,39314,Khayan,MMR013026
