School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,55,147,228,271,211,230,196,192,166,123,70,48,39,33,16,13,6,2,3,5,2,1,3,2,4,3,-,2,-,2,1,1,1,-,-,-,-,2,-,-,1,-,1,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2083,Mineshu,MMR014017
 Previously attended,9,13,18,33,26,49,30,52,70,72,95,83,126,162,124,184,127,126,113,99,149,77,112,122,80,149,70,90,87,95,162,95,86,110,68,153,64,95,86,73,147,80,49,72,65,117,47,60,54,56,89,36,47,51,36,78,36,21,23,23,41,14,16,9,8,22,3,9,8,8,8,4,3,3,3,10,1,3,2,-,3,2,-,-,1,3,5005,Mineshu,MMR014017
 Never attended,375,317,237,213,132,160,99,116,96,91,120,108,118,162,121,255,107,157,116,107,308,123,143,184,109,383,88,134,107,91,356,120,120,123,81,391,103,125,132,94,383,109,103,136,88,403,85,122,125,88,201,112,79,90,62,252,35,45,49,33,110,24,43,25,12,105,14,20,19,15,35,13,15,16,4,51,8,10,7,6,20,6,1,5,-,19,9725,Mineshu,MMR014017
 Total,439,477,483,517,369,439,325,360,332,286,285,239,283,357,261,452,240,285,232,211,459,201,258,308,193,535,158,226,194,188,519,216,207,233,149,544,167,222,218,167,531,189,153,210,153,520,132,182,179,144,290,148,126,142,98,330,71,66,72,56,151,38,59,34,20,127,17,29,27,23,43,17,18,19,7,61,9,13,9,6,23,8,1,5,1,22,16813,Mineshu,MMR014017
