School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,560,1160,1221,1137,1178,1285,1123,1271,993,755,508,326,256,203,115,88,52,38,22,17,16,12,13,7,4,7,2,5,4,2,5,3,1,-,1,3,-,5,-,1,4,-,1,-,1,-,1,1,-,-,2,3,2,2,-,-,-,-,-,-,2,1,-,1,-,3,1,1,-,1,-,1,-,-,-,-,-,1,-,1,-,-,-,-,1,1,12431,Depayin,MMR005010
 Previously attended,43,110,122,115,123,119,146,220,345,409,624,602,731,843,702,952,636,766,790,708,1003,706,891,862,768,1259,707,853,851,626,1117,563,849,820,642,984,606,820,705,588,1044,561,783,653,531,841,495,607,610,402,733,372,513,434,341,561,285,335,343,295,424,233,324,207,135,323,125,174,133,79,244,88,127,129,77,111,56,72,66,60,44,27,32,23,10,54,39442,Depayin,MMR005010
 Never attended,721,137,41,35,16,17,15,21,12,12,18,23,21,34,27,37,22,24,23,17,36,25,35,28,29,62,21,26,46,35,62,33,44,48,23,66,30,50,44,37,81,36,32,49,35,89,31,55,44,39,74,28,47,45,33,78,30,48,45,31,72,25,59,36,33,75,29,34,26,26,55,20,32,40,12,36,21,17,16,16,29,8,12,7,4,23,3766,Depayin,MMR005010
 Total,1324,1407,1384,1287,1317,1421,1284,1512,1350,1176,1150,951,1008,1080,844,1077,710,828,835,742,1055,743,939,897,801,1328,730,884,901,663,1184,599,894,868,666,1053,636,875,749,626,1129,597,816,702,567,930,527,663,654,441,809,403,562,481,374,639,315,383,388,326,498,259,383,244,168,401,155,209,159,106,299,109,159,169,89,147,77,90,82,77,73,35,44,30,15,78,55639,Depayin,MMR005010
