School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,461,1836,2145,1953,2020,2103,1996,2018,1963,1683,1246,895,700,647,481,352,236,133,82,55,47,17,25,22,24,14,18,9,8,8,12,14,9,6,14,4,6,7,4,7,10,5,4,7,3,5,1,5,3,4,1,8,1,1,3,5,-,-,3,5,3,1,-,-,-,1,1,1,2,2,3,2,1,1,-,-,-,-,1,1,1,-,1,-,-,3,23379,Mawlamyine,MMR011001
 Previously attended,172,345,388,340,381,416,444,586,893,1103,1218,1249,1439,1625,1470,1782,1539,1719,1800,1622,1809,1802,1692,1963,1702,2286,1597,1947,1765,1679,2065,1559,1539,1862,1463,1885,1353,1620,1573,1402,1717,1343,1332,1493,1207,1486,1146,1288,1310,1215,1301,1189,1065,1073,934,1118,681,858,695,633,837,541,604,452,353,461,279,333,315,277,485,281,195,229,141,202,127,136,126,120,109,90,68,41,28,172,85180,Mawlamyine,MMR011001
 Never attended,1555,240,68,55,37,32,43,34,40,40,34,41,39,37,28,49,23,42,38,41,57,40,36,54,38,71,32,68,53,40,84,36,43,45,43,48,17,48,44,31,66,26,37,42,27,50,18,45,30,30,52,27,16,32,24,45,19,28,29,20,47,14,23,19,19,35,17,22,19,18,42,30,25,32,16,32,13,21,22,16,17,10,7,6,4,30,4663,Mawlamyine,MMR011001
 Total,2188,2421,2601,2348,2438,2551,2483,2638,2896,2826,2498,2185,2178,2309,1979,2183,1798,1894,1920,1718,1913,1859,1753,2039,1764,2371,1647,2024,1826,1727,2161,1609,1591,1913,1520,1937,1376,1675,1621,1440,1793,1374,1373,1542,1237,1541,1165,1338,1343,1249,1354,1224,1082,1106,961,1168,700,886,727,658,887,556,627,471,372,497,297,356,336,297,530,313,221,262,157,234,140,157,149,137,127,100,76,47,32,205,113222,Mawlamyine,MMR011001
