School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,692,1729,1929,1760,1753,1790,1672,1730,1621,1389,1022,719,582,462,377,238,163,74,49,31,41,22,16,18,12,13,8,7,7,5,17,10,8,11,8,8,2,9,6,6,3,1,3,4,2,3,6,2,2,3,5,2,-,3,-,8,1,2,2,3,-,-,4,1,1,1,2,1,4,2,3,1,1,-,-,1,1,1,-,-,-,-,-,-,-,1,20096,Myingyan,MMR010017
 Previously attended,163,327,321,357,328,440,465,593,792,970,1179,1194,1476,1772,1507,1996,1532,1625,1554,1601,1998,1467,1644,1754,1653,2111,1487,1627,1629,1317,1920,1338,1503,1581,1418,1851,1190,1530,1511,1256,1982,1231,1344,1281,1150,1533,1085,1175,1177,972,1289,909,856,907,759,1069,610,701,754,636,882,464,580,437,312,521,254,298,315,228,469,206,220,272,129,235,121,140,128,77,121,65,60,34,19,127,80111,Myingyan,MMR010017
 Never attended,1316,259,91,56,45,40,40,53,64,61,53,64,67,74,64,88,54,56,60,94,91,57,75,76,62,108,63,71,83,58,142,68,90,80,79,135,67,97,88,83,161,77,79,88,73,111,78,69,70,75,91,69,63,69,65,116,56,76,91,72,116,73,74,70,51,99,41,63,63,42,98,47,50,46,31,52,32,35,34,27,38,8,9,6,4,34,7264,Myingyan,MMR010017
 Total,2171,2315,2341,2173,2126,2270,2177,2376,2477,2420,2254,1977,2125,2308,1948,2322,1749,1755,1663,1726,2130,1546,1735,1848,1727,2232,1558,1705,1719,1380,2079,1416,1601,1672,1505,1994,1259,1636,1605,1345,2146,1309,1426,1373,1225,1647,1169,1246,1249,1050,1385,980,919,979,824,1193,667,779,847,711,998,537,658,508,364,621,297,362,382,272,570,254,271,318,160,288,154,176,162,104,159,73,69,40,23,162,107471,Myingyan,MMR010017
