School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,496,1541,1753,1788,1751,1921,1588,1671,1281,987,665,496,360,251,150,119,63,34,31,14,19,10,8,11,7,8,6,5,3,-,4,4,1,2,4,5,3,3,5,4,1,2,1,4,1,5,-,1,4,1,2,3,3,1,1,1,-,2,1,-,2,2,-,-,-,2,1,2,1,1,2,-,-,-,1,-,-,1,-,-,2,-,-,-,-,-,17123,Bilin,MMR011010
 Previously attended,93,154,191,204,188,242,322,443,643,812,1061,999,1007,1122,871,1147,865,887,928,790,1088,828,938,985,842,1129,805,958,907,855,1207,787,861,1025,862,1081,702,986,917,768,1074,742,714,755,602,900,561,647,663,563,686,578,479,470,397,630,276,375,363,319,411,290,260,187,141,290,131,136,147,116,214,119,92,93,46,90,40,46,65,47,45,25,26,18,12,60,46441,Bilin,MMR011010
 Never attended,1391,439,187,138,74,118,64,115,101,84,93,101,97,128,92,134,74,91,109,98,151,79,131,127,91,184,96,108,133,107,204,111,114,126,81,183,112,148,125,103,188,121,119,157,91,199,79,94,100,66,119,73,104,62,48,162,65,63,89,85,117,65,81,56,27,101,30,48,54,39,103,46,35,42,25,62,13,23,27,21,22,11,11,9,5,23,9422,Bilin,MMR011010
 Total,1980,2134,2131,2130,2013,2281,1974,2229,2025,1883,1819,1596,1464,1501,1113,1400,1002,1012,1068,902,1258,917,1077,1123,940,1321,907,1071,1043,962,1415,902,976,1153,947,1269,817,1137,1047,875,1263,865,834,916,694,1104,640,742,767,630,807,654,586,533,446,793,341,440,453,404,530,357,341,243,168,393,162,186,202,156,319,165,127,135,72,152,53,70,92,68,69,36,37,27,17,83,72986,Bilin,MMR011010
