School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,411,1013,964,905,1040,1022,968,922,800,593,431,238,167,104,74,41,20,27,10,12,3,1,5,3,3,3,2,3,3,1,1,1,1,1,-,-,1,1,2,-,2,-,-,-,-,2,2,2,-,1,-,-,2,1,-,4,3,-,3,-,-,1,2,2,-,-,-,-,-,-,2,-,-,-,-,2,-,-,1,-,-,-,-,-,-,-,9829,Monyo,MMR008013
 Previously attended,37,77,106,77,116,126,164,247,396,478,615,641,787,870,837,927,760,859,784,689,894,730,841,896,788,1000,821,840,946,749,1047,827,790,869,752,890,682,882,700,674,857,710,705,674,643,750,616,605,710,564,704,535,563,522,440,652,447,403,471,396,452,305,336,235,136,218,117,196,176,161,296,157,117,162,66,142,91,83,81,80,82,45,34,28,28,72,42074,Monyo,MMR008013
 Never attended,728,100,33,15,14,15,13,22,31,16,28,15,14,25,17,26,20,17,13,10,25,11,19,19,21,31,17,18,26,20,23,15,24,15,18,18,6,11,17,18,22,12,13,16,13,24,8,17,19,14,27,18,13,18,21,33,20,19,25,14,29,15,25,16,6,14,10,16,14,20,34,25,14,20,14,18,12,16,10,18,17,5,2,5,2,17,2304,Monyo,MMR008013
 Total,1176,1190,1103,997,1170,1163,1145,1191,1227,1087,1074,894,968,999,928,994,800,903,807,711,922,742,865,918,812,1034,840,861,975,770,1071,843,815,885,770,908,689,894,719,692,881,722,718,690,656,776,626,624,729,579,731,553,578,541,461,689,470,422,499,410,481,321,363,253,142,232,127,212,190,181,332,182,131,182,80,162,103,99,92,98,99,50,36,33,30,89,54207,Monyo,MMR008013
