School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,52,74,86,125,119,113,115,163,179,147,143,158,162,157,132,97,77,64,30,16,13,8,14,3,1,3,5,1,5,3,4,-,2,2,4,1,-,1,-,2,3,3,1,1,3,1,-,-,2,1,2,2,1,1,-,-,2,-,4,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,1,2316,Lanmadaw,MMR013035
 Previously attended,17,33,34,49,49,40,56,74,88,93,95,129,151,164,165,208,212,271,262,263,296,256,233,266,228,284,217,253,203,204,193,207,195,186,168,207,166,221,187,187,221,192,187,225,187,258,208,215,243,233,230,200,212,212,168,221,147,168,138,129,137,98,81,84,77,87,46,53,53,60,67,43,32,44,27,38,30,24,24,23,15,12,14,9,16,30,12028,Lanmadaw,MMR013035
 Never attended,63,9,3,-,1,3,3,2,2,2,3,4,5,4,1,4,2,-,2,2,2,2,1,-,1,3,2,1,1,1,2,1,-,5,-,3,-,2,1,1,1,1,2,1,-,-,-,1,-,2,2,-,-,1,3,2,1,2,-,-,-,-,-,1,-,1,-,-,-,3,2,3,1,1,2,3,2,1,4,4,3,2,1,4,3,7,211,Lanmadaw,MMR013035
 Total,132,116,123,174,169,156,174,239,269,242,241,291,318,325,298,309,291,335,294,281,311,266,248,269,230,290,224,255,209,208,199,208,197,193,172,211,166,224,188,190,225,196,190,227,190,259,208,216,245,236,234,202,213,214,171,223,150,170,142,130,138,98,82,86,77,88,46,53,53,63,69,46,33,45,30,42,32,25,28,28,18,14,15,13,19,38,14555,Lanmadaw,MMR013035
