School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,63,197,230,222,225,229,224,218,252,228,200,178,200,171,157,132,104,68,34,19,21,9,8,12,8,7,3,7,1,3,1,2,1,1,2,4,1,1,1,4,3,3,1,1,-,1,-,-,3,2,-,3,1,1,2,-,1,-,1,-,-,-,-,1,-,1,-,1,-,-,1,1,-,1,-,-,-,-,-,1,-,-,-,-,-,-,3478,Ahlon,MMR013037
 Previously attended,29,46,69,59,59,67,69,89,114,117,132,147,206,282,262,340,316,351,343,338,377,344,364,354,318,420,324,349,324,306,348,276,292,338,290,312,270,325,307,243,322,270,263,360,270,296,251,273,265,258,264,237,229,225,189,253,174,179,154,130,155,132,155,100,83,87,55,67,89,55,79,64,45,61,35,44,34,21,32,26,23,18,12,16,7,25,16298,Ahlon,MMR013037
 Never attended,156,22,6,3,5,-,3,2,6,4,8,3,2,5,5,3,4,5,5,2,2,5,2,1,7,2,3,3,1,3,3,1,2,1,2,1,-,1,2,-,5,1,2,1,-,1,2,2,2,-,-,2,2,2,-,2,-,-,3,2,1,-,-,3,1,1,-,1,2,-,1,-,1,-,1,4,1,2,2,1,-,1,1,1,-,2,347,Ahlon,MMR013037
 Total,248,265,305,284,289,296,296,309,372,349,340,328,408,458,424,475,424,424,382,359,400,358,374,367,333,429,330,359,326,312,352,279,295,340,294,317,271,327,310,247,330,274,266,362,270,298,253,275,270,260,264,242,232,228,191,255,175,179,158,132,156,132,155,104,84,89,55,69,91,55,81,65,46,62,36,48,35,23,34,28,23,19,13,17,7,27,20123,Ahlon,MMR013037
