School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,366,1178,1446,1382,1240,1345,1141,1289,1330,980,752,682,571,504,319,225,136,99,73,50,34,33,21,22,15,16,20,8,11,6,7,7,7,3,6,6,5,5,5,4,5,4,3,1,4,4,-,4,1,1,2,1,5,1,1,1,-,-,1,1,-,1,-,-,-,1,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,15393,Phakant,MMR001009
 Previously attended,105,152,176,191,159,142,151,182,275,372,493,723,1010,1265,1290,1773,1295,1440,1506,1402,1785,1500,1536,1610,1344,2061,1323,1532,1430,1274,1597,1171,1265,1525,1080,1579,1008,1373,1266,972,1348,791,791,895,577,856,519,570,504,473,488,342,287,300,201,300,153,151,147,135,152,93,112,77,40,86,34,43,36,28,41,26,21,23,9,22,11,12,8,2,12,5,6,3,6,22,53091,Phakant,MMR001009
 Never attended,1101,169,32,19,14,9,6,10,5,21,15,19,17,22,26,31,23,35,24,33,54,41,39,53,32,70,44,45,50,40,78,63,70,75,58,126,56,93,82,71,102,61,68,83,46,123,48,65,67,64,75,63,50,51,31,77,27,31,34,31,54,21,28,22,14,42,9,14,11,21,17,11,9,7,4,15,7,4,1,6,9,3,3,3,1,18,4422,Phakant,MMR001009
 Total,1572,1499,1654,1592,1413,1496,1298,1481,1610,1373,1260,1424,1598,1791,1635,2029,1454,1574,1603,1485,1873,1574,1596,1685,1391,2147,1387,1585,1491,1320,1682,1241,1342,1603,1144,1711,1069,1471,1353,1047,1455,856,862,979,627,983,567,639,572,538,565,406,342,352,233,378,180,182,182,167,206,115,140,99,54,129,43,57,47,49,58,38,30,30,14,37,18,16,9,8,21,8,9,6,7,40,72906,Phakant,MMR001009
