School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,536,1779,1906,1660,1713,1751,1631,1720,1582,1313,921,737,563,434,257,217,116,74,38,25,16,25,11,13,12,7,3,10,9,6,7,6,2,6,4,2,2,3,2,3,3,4,2,4,1,3,3,1,2,-,5,2,1,1,-,1,1,1,3,1,1,-,-,-,-,1,-,-,-,-,5,-,2,-,1,-,1,-,-,-,-,-,-,-,-,2,19174,Yesagyo,MMR009019
 Previously attended,97,170,216,175,186,244,248,325,441,544,644,682,858,938,864,1279,981,1030,992,993,1316,979,1082,1154,1124,1427,1028,1112,1170,982,1353,968,1032,1140,985,1217,876,1113,1003,835,1175,812,882,755,628,865,708,690,760,650,767,594,651,570,488,630,465,484,453,346,435,268,352,208,173,241,150,198,155,122,187,114,102,124,49,91,51,64,50,33,49,29,25,14,3,60,50523,Yesagyo,MMR009019
 Never attended,1277,150,52,29,40,27,26,45,50,43,53,47,65,62,66,98,63,73,76,73,111,97,93,106,107,128,107,119,149,107,197,126,131,145,124,180,102,188,169,164,312,162,202,189,187,280,184,214,238,189,293,199,223,221,205,338,235,261,265,200,277,191,202,151,132,185,103,124,145,105,209,121,118,113,77,95,67,62,55,38,48,24,32,21,9,55,12421,Yesagyo,MMR009019
 Total,1910,2099,2174,1864,1939,2022,1905,2090,2073,1900,1618,1466,1486,1434,1187,1594,1160,1177,1106,1091,1443,1101,1186,1273,1243,1562,1138,1241,1328,1095,1557,1100,1165,1291,1113,1399,980,1304,1174,1002,1490,978,1086,948,816,1148,895,905,1000,839,1065,795,875,792,693,969,701,746,721,547,713,459,554,359,305,427,253,322,300,227,401,235,222,237,127,186,119,126,105,71,97,53,57,35,12,117,82118,Yesagyo,MMR009019
