School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,439,1339,1569,1482,1371,1456,1281,1338,1242,1067,764,536,417,331,271,180,128,67,50,28,27,21,17,16,13,15,9,11,9,7,6,3,2,3,4,3,2,4,4,2,3,2,4,4,3,2,2,4,2,4,4,2,1,2,-,2,-,1,-,1,4,1,1,1,-,3,-,-,2,-,1,1,-,1,-,1,-,2,-,-,-,-,-,-,-,1,15596,Pyinmana,MMR018006
 Previously attended,104,228,255,237,218,259,279,362,515,637,774,915,1069,1331,1184,1505,1269,1445,1365,1352,1655,1329,1483,1577,1409,1876,1229,1427,1347,1203,1457,1074,990,1236,988,1162,773,1077,1069,860,1183,847,782,866,680,908,666,741,708,646,818,611,540,515,452,610,346,388,360,303,402,253,299,206,161,252,122,135,144,125,229,128,83,93,55,100,49,79,60,36,73,24,26,12,19,48,56707,Pyinmana,MMR018006
 Never attended,1121,270,60,37,25,20,14,23,21,32,24,24,27,45,16,40,23,27,20,17,34,31,30,36,27,54,24,42,24,26,50,11,19,31,20,33,14,16,22,18,45,21,26,27,15,42,29,13,19,18,23,16,19,17,15,18,14,11,15,14,17,11,13,12,4,15,10,6,9,11,23,11,7,10,5,13,9,4,11,7,4,3,2,2,2,9,3095,Pyinmana,MMR018006
 Total,1664,1837,1884,1756,1614,1735,1574,1723,1778,1736,1562,1475,1513,1707,1471,1725,1420,1539,1435,1397,1716,1381,1530,1629,1449,1945,1262,1480,1380,1236,1513,1088,1011,1270,1012,1198,789,1097,1095,880,1231,870,812,897,698,952,697,758,729,668,845,629,560,534,467,630,360,400,375,318,423,265,313,219,165,270,132,141,155,136,253,140,90,104,60,114,58,85,71,43,77,27,28,14,21,58,75398,Pyinmana,MMR018006
