School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,55,125,139,170,109,164,130,159,153,103,69,55,35,28,15,9,6,12,12,5,1,1,1,2,1,-,-,1,-,-,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1564,Monekoe(ST),MMR015009
 Previously attended,10,27,23,38,31,45,41,70,68,62,90,124,113,132,112,157,112,130,117,140,129,126,109,110,76,127,62,78,56,59,67,64,53,57,33,70,33,34,34,37,27,31,20,34,23,36,27,25,23,27,20,20,15,17,12,30,7,9,14,9,19,7,4,5,3,12,6,4,2,3,1,2,2,1,3,7,1,1,2,1,1,-,1,3,2,2,3577,Monekoe(ST),MMR015009
 Never attended,216,147,139,122,82,113,85,137,117,117,129,114,119,140,107,150,101,98,97,115,113,84,79,93,77,132,61,98,91,55,75,99,75,88,65,156,67,97,81,63,106,66,54,93,60,121,76,83,80,56,71,72,45,54,35,130,32,44,43,41,53,31,50,22,15,61,17,30,23,15,19,16,10,23,9,31,10,11,6,3,9,9,6,1,3,20,6059,Monekoe(ST),MMR015009
 Total,281,299,301,330,222,322,256,366,338,282,288,293,267,300,234,316,219,240,226,260,243,211,189,205,154,259,123,177,147,114,143,163,128,145,98,227,101,131,115,100,133,97,74,127,83,157,103,108,103,83,91,92,60,71,47,160,39,53,57,50,72,38,54,27,18,73,23,34,26,18,20,18,12,24,12,38,11,12,8,4,10,9,7,4,5,22,11200,Monekoe(ST),MMR015009
