School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,700,1419,1588,1521,1633,1625,1389,1514,1428,900,632,378,288,219,119,76,39,39,27,11,13,5,4,7,1,10,6,5,5,-,4,3,3,3,2,2,2,2,1,-,2,1,2,1,-,2,1,4,1,2,2,2,3,3,1,4,-,-,3,-,1,1,-,1,1,1,1,1,-,-,1,1,1,1,-,3,-,-,-,3,-,-,-,1,-,-,15675,Myebon,MMR012006
 Previously attended,53,62,78,76,100,102,119,198,311,325,554,566,657,1059,671,977,670,738,822,629,991,665,690,864,638,1000,617,837,780,556,1030,595,623,798,451,708,426,685,640,459,838,465,390,533,308,572,318,392,464,322,561,403,316,343,198,436,156,206,232,159,342,150,184,139,73,201,59,86,109,66,167,69,51,75,36,96,29,46,34,34,30,18,12,9,8,20,32575,Myebon,MMR012006
 Never attended,968,252,88,68,44,47,40,64,55,40,84,64,56,129,62,101,48,83,96,66,144,96,101,130,102,191,62,124,140,105,246,121,132,146,88,153,55,134,106,66,194,113,101,143,76,214,88,122,172,98,218,134,106,104,69,197,50,84,89,56,165,57,93,62,29,157,35,53,71,39,95,41,40,45,18,62,21,22,28,14,37,23,16,6,3,22,8579,Myebon,MMR012006
 Total,1721,1733,1754,1665,1777,1774,1548,1776,1794,1265,1270,1008,1001,1407,852,1154,757,860,945,706,1148,766,795,1001,741,1201,685,966,925,661,1280,719,758,947,541,863,483,821,747,525,1034,579,493,677,384,788,407,518,637,422,781,539,425,450,268,637,206,290,324,215,508,208,277,202,103,359,95,140,180,105,263,111,92,121,54,161,50,68,62,51,67,41,28,16,11,42,56829,Myebon,MMR012006
