School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,264,610,688,672,633,696,587,562,475,281,198,153,119,89,73,43,24,19,8,4,8,7,1,3,1,6,3,2,6,1,1,3,-,-,-,2,3,4,1,1,3,-,-,1,-,2,-,-,1,1,2,-,1,2,-,-,1,-,1,-,1,-,2,-,1,-,-,1,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,6273,Wuntho,MMR005025
 Previously attended,35,45,58,50,74,75,131,180,276,363,405,453,549,513,443,470,472,553,526,460,537,491,479,518,457,545,423,433,479,371,430,389,427,450,397,428,385,474,407,343,403,333,350,378,321,306,254,327,271,255,266,211,195,179,165,181,131,124,101,106,93,69,82,55,44,52,47,33,33,43,48,27,27,27,19,28,14,8,13,8,5,9,2,7,5,11,20660,Wuntho,MMR005025
 Never attended,409,44,5,8,2,1,2,2,4,2,7,1,1,4,4,2,2,9,8,9,12,5,10,13,9,13,12,8,14,15,11,15,15,21,15,16,18,21,23,15,37,28,32,28,22,63,37,51,47,33,50,43,51,41,33,54,38,42,46,48,39,49,28,22,18,34,16,27,24,24,38,15,33,27,17,18,14,15,17,15,10,4,10,1,3,8,2157,Wuntho,MMR005025
 Total,708,699,751,730,709,772,720,744,755,646,610,607,669,606,520,515,498,581,542,473,557,503,490,534,467,564,438,443,499,387,442,407,442,471,412,446,406,499,431,359,443,361,382,407,343,371,291,378,319,289,318,254,247,222,198,235,170,166,148,154,133,118,112,77,63,86,63,61,57,67,86,43,60,55,36,46,28,23,30,23,15,13,12,8,8,19,29090,Wuntho,MMR005025
