School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,245,816,988,1054,1095,1103,1078,1050,1080,745,485,297,155,131,94,76,46,34,15,12,8,6,4,3,3,6,5,4,1,1,6,2,-,4,1,1,-,-,3,4,1,-,2,2,-,2,1,-,1,-,1,-,1,-,-,2,-,1,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,10680,Yebyu,MMR006004
 Previously attended,19,61,75,88,74,89,119,158,283,368,459,475,475,548,445,594,486,490,575,472,585,491,566,521,458,592,444,523,501,424,617,475,441,559,402,518,382,550,463,352,563,354,370,381,317,373,278,349,313,272,409,312,263,289,192,293,163,205,197,160,248,119,107,95,54,98,55,79,68,52,119,60,39,55,26,24,17,29,26,30,36,24,12,13,8,38,23801,Yebyu,MMR006004
 Never attended,859,263,80,42,26,45,15,37,43,37,45,38,40,49,45,47,36,51,57,51,65,58,68,77,69,120,64,84,94,77,142,90,93,100,69,95,61,95,81,73,158,92,86,118,91,114,86,110,112,92,146,125,116,109,58,124,60,66,81,64,118,48,65,57,29,73,34,49,39,35,108,46,38,51,23,38,21,20,20,23,35,13,16,10,6,37,6641,Yebyu,MMR006004
 Total,1123,1140,1143,1184,1195,1237,1212,1245,1406,1150,989,810,670,728,584,717,568,575,647,535,658,555,638,601,530,718,513,611,596,502,765,567,534,663,472,614,443,645,547,429,722,446,458,501,408,489,365,459,426,364,556,437,380,398,250,419,223,272,278,225,367,167,172,153,83,171,89,128,107,87,227,106,77,106,49,62,38,49,46,53,72,37,28,24,14,75,41122,Yebyu,MMR006004
