School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,33,51,84,83,80,84,60,76,55,33,25,7,5,4,2,3,4,1,-,-,-,1,1,3,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,698,Makman,MMR015024
 Previously attended,4,10,6,8,12,11,10,19,30,25,32,31,32,56,38,51,36,34,30,23,57,22,31,36,30,60,25,24,13,21,40,21,16,13,13,27,6,12,10,8,15,8,9,11,6,16,7,8,8,4,12,2,2,4,1,4,-,1,1,-,2,1,3,-,1,5,1,-,1,1,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1120,Makman,MMR015024
 Never attended,282,248,205,206,114,184,68,132,99,86,150,90,90,139,87,215,77,77,117,59,273,79,87,113,60,326,48,57,60,52,225,52,42,71,45,258,37,51,74,33,185,40,40,45,27,203,34,34,32,39,74,45,27,27,14,134,11,18,24,12,58,9,7,7,8,72,4,6,9,3,20,4,4,5,-,20,1,3,-,-,1,2,1,-,1,6,6084,Makman,MMR015024
 Total,319,309,295,297,206,279,138,227,184,144,207,128,127,199,127,269,117,112,147,82,330,102,119,152,92,386,73,82,73,73,265,73,58,84,58,285,43,63,84,41,200,48,49,56,33,219,41,42,40,43,86,47,29,31,15,138,11,19,25,12,60,10,10,7,9,77,5,6,10,4,22,4,5,5,-,20,1,3,-,-,1,2,1,-,1,6,7902,Makman,MMR015024
