School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,354,1027,1178,1075,1109,1146,1000,1070,882,559,363,259,212,150,88,81,52,32,22,13,11,4,9,3,5,7,6,4,3,3,1,1,-,3,2,2,1,3,1,2,3,1,-,3,2,2,3,-,-,2,1,2,-,-,-,4,-,1,-,2,-,2,-,-,-,-,-,-,1,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,10775,Tigyaing,MMR005022
 Previously attended,65,115,132,114,121,170,194,356,477,597,848,832,998,1117,970,1100,857,998,945,810,1077,864,990,953,847,1075,854,938,1001,795,994,726,890,873,761,903,665,802,708,604,781,581,668,573,516,597,504,532,493,407,515,348,358,378,311,359,265,232,254,262,245,183,190,141,98,166,67,82,100,80,121,81,63,74,38,60,25,35,20,22,29,13,14,6,9,37,40069,Tigyaing,MMR005022
 Never attended,710,145,33,27,4,14,10,10,17,14,14,15,16,20,15,23,14,26,15,17,20,13,22,14,13,27,14,20,16,17,30,19,23,17,20,18,11,29,23,14,40,19,26,26,28,33,27,37,27,35,34,26,20,21,19,28,20,18,19,25,17,19,18,6,12,19,10,11,6,10,15,8,9,10,9,7,7,4,3,6,6,1,-,1,1,9,2291,Tigyaing,MMR005022
 Total,1129,1287,1343,1216,1234,1330,1204,1436,1376,1170,1225,1106,1226,1287,1073,1204,923,1056,982,840,1108,881,1021,970,865,1109,874,962,1020,815,1025,746,913,893,783,923,677,834,732,620,824,601,694,602,546,632,534,569,520,444,550,376,378,399,330,391,285,251,273,289,262,204,208,147,110,185,77,93,107,91,137,89,72,84,47,67,33,39,23,28,35,14,14,7,10,46,53135,Tigyaing,MMR005022
