School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,372,1008,1066,1058,1103,1093,1099,1047,881,725,570,383,303,187,106,101,51,41,18,13,8,2,10,13,8,7,2,2,5,1,5,1,5,3,-,1,1,4,2,1,2,5,2,1,1,2,-,3,2,-,1,1,1,1,-,1,1,1,-,1,3,1,-,1,-,-,-,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,11340,Kawhmu,MMR013028
 Previously attended,41,67,79,93,104,116,155,250,346,450,579,581,717,759,696,836,718,713,694,600,840,619,754,874,776,948,729,787,850,738,921,715,711,850,741,887,619,844,684,634,802,627,633,620,548,663,488,539,587,476,576,459,393,411,329,410,243,263,278,224,252,224,178,126,101,123,79,93,79,76,146,63,62,71,38,48,35,40,31,24,25,23,15,10,7,28,35681,Kawhmu,MMR013028
 Never attended,751,131,50,28,28,23,12,24,11,26,28,22,26,31,28,45,29,18,24,34,39,29,49,48,36,57,34,42,43,38,66,44,53,46,57,63,42,54,50,62,69,48,61,54,47,54,46,64,52,40,53,52,38,49,36,59,41,42,58,46,55,38,26,30,24,24,16,27,17,18,28,23,24,16,11,26,18,20,9,11,12,7,5,9,2,8,3834,Kawhmu,MMR013028
 Total,1164,1206,1195,1179,1235,1232,1266,1321,1238,1201,1177,986,1046,977,830,982,798,772,736,647,887,650,813,935,820,1012,765,831,898,777,992,760,769,899,798,951,662,902,736,697,873,680,696,675,596,719,534,606,641,516,630,512,432,461,365,470,285,306,336,271,310,263,204,157,125,147,95,120,96,94,175,86,87,87,50,74,53,60,40,35,37,30,20,19,9,36,50855,Kawhmu,MMR013028
