School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,13,47,59,71,79,89,63,78,62,59,36,23,21,12,8,9,5,2,2,4,2,-,2,-,-,-,1,-,-,-,1,-,-,1,1,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,753,Minekat,MMR016002
 Previously attended,3,8,5,8,13,14,17,22,28,27,31,31,36,51,33,56,34,53,46,42,86,56,44,64,42,72,24,29,40,30,56,34,20,32,21,55,23,29,38,21,43,25,27,32,20,44,24,33,23,17,28,12,11,13,10,32,4,10,6,5,9,5,2,7,3,13,1,1,1,2,1,1,-,-,1,2,-,-,2,-,-,-,-,-,1,1,1846,Minekat,MMR016002
 Never attended,571,475,408,532,310,589,212,374,288,204,455,239,257,424,212,676,175,259,246,162,656,235,228,283,141,967,145,198,139,146,534,145,160,181,116,631,94,148,112,85,365,102,90,122,73,629,71,127,106,93,187,145,60,90,36,418,39,66,46,37,128,39,33,27,20,190,13,17,16,12,37,14,12,13,2,69,1,8,3,5,8,5,3,6,2,23,16020,Minekat,MMR016002
 Total,587,530,472,611,402,692,292,474,378,290,522,293,314,487,253,741,214,314,294,208,744,291,274,347,183,1039,170,227,179,176,591,179,180,214,138,686,117,177,150,106,409,127,117,154,93,674,95,160,129,110,215,157,71,103,46,450,43,76,52,42,137,44,35,34,23,203,14,18,17,14,38,15,12,13,4,71,1,8,5,5,8,5,3,6,3,24,18619,Minekat,MMR016002
