School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,37,140,166,140,148,149,132,101,100,53,41,33,6,14,9,4,4,2,3,2,3,-,-,1,-,2,-,2,-,1,3,-,-,1,1,3,-,-,1,1,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1307,Khamaukgyi,MMR006009
 Previously attended,20,28,42,51,44,50,58,87,118,122,131,152,162,190,158,179,158,175,175,158,205,156,139,170,153,198,149,195,169,157,220,119,153,172,135,151,116,187,147,102,170,113,107,124,79,98,69,90,87,70,101,82,56,43,29,47,30,27,42,16,38,19,15,6,6,16,4,3,8,9,13,10,4,3,-,3,-,4,-,1,2,-,-,2,-,-,7097,Khamaukgyi,MMR006009
 Never attended,228,114,52,38,19,20,22,17,8,7,17,7,22,16,14,23,14,10,14,7,8,10,18,21,10,20,15,13,13,11,17,11,12,16,13,14,3,19,15,8,19,10,9,12,9,14,9,9,14,11,10,13,5,6,7,10,8,5,5,6,8,2,1,1,1,3,2,2,2,2,2,3,1,3,1,1,-,-,-,-,2,-,-,3,-,1,1168,Khamaukgyi,MMR006009
 Total,285,282,260,229,211,219,212,205,226,182,189,192,190,220,181,206,176,187,192,167,216,166,157,192,163,220,164,210,182,169,240,130,165,189,149,168,119,206,163,111,189,123,116,136,88,113,78,99,101,82,111,95,61,49,36,57,38,32,47,22,46,21,16,8,7,19,6,5,10,11,15,13,5,6,1,4,-,5,-,1,4,-,-,5,-,1,9572,Khamaukgyi,MMR006009
