School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,217,751,889,952,894,961,828,843,821,557,369,314,199,126,82,54,39,22,17,13,14,5,4,8,2,7,4,4,6,2,3,3,3,2,2,5,1,2,-,-,3,1,2,1,1,-,-,1,3,-,1,1,-,1,-,-,-,-,-,1,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,9045,Kyukme,MMR015012
 Previously attended,19,86,115,129,136,166,160,250,337,452,557,652,719,847,690,964,682,797,720,682,847,622,709,759,643,1084,644,755,696,630,914,657,604,755,534,957,463,731,635,514,844,490,460,537,344,674,363,458,483,382,491,374,287,331,210,460,187,233,216,172,259,156,163,111,81,133,66,80,85,66,93,61,41,52,26,54,29,23,21,19,27,16,12,10,6,26,33025,Kyukme,MMR015012
 Never attended,903,353,136,94,56,61,43,64,51,45,54,60,64,95,67,147,70,93,80,78,139,84,83,116,79,247,104,149,117,121,243,144,128,176,84,271,75,137,136,96,241,116,111,143,60,230,87,104,100,93,168,120,79,89,62,202,53,79,66,63,125,44,58,30,27,98,18,29,35,32,57,33,26,38,19,52,18,24,17,16,15,8,7,4,9,22,8470,Kyukme,MMR015012
 Total,1139,1190,1140,1175,1086,1188,1031,1157,1209,1054,980,1026,982,1068,839,1165,791,912,817,773,1000,711,796,883,724,1338,752,908,819,753,1160,804,735,933,620,1233,539,870,771,610,1088,607,573,681,405,904,450,563,586,475,660,495,366,421,272,662,240,312,282,236,385,201,221,142,108,231,84,109,120,98,150,94,67,90,45,106,47,47,38,35,42,24,19,14,15,49,50540,Kyukme,MMR015012
