School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,56,158,187,212,185,188,148,194,193,142,90,89,55,39,27,15,4,9,4,3,2,1,5,2,-,1,-,-,-,2,-,1,-,-,-,-,-,-,1,-,1,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2019,Pansai(KyuKute)(ST),MMR015009
 Previously attended,8,5,19,17,13,24,34,40,58,85,122,114,132,158,142,159,138,153,148,149,163,129,155,138,140,168,117,135,105,91,112,107,96,94,62,98,59,82,75,63,85,41,40,65,30,60,35,53,53,53,39,50,36,42,28,38,20,20,27,27,23,21,18,10,15,9,6,6,4,2,7,9,3,6,4,3,1,4,2,1,1,-,2,1,-,4,4911,Pansai(KyuKute)(ST),MMR015009
 Never attended,167,68,25,27,22,14,27,27,18,22,29,28,23,30,22,30,30,22,30,27,41,43,44,44,48,51,41,38,36,52,58,49,45,57,28,71,43,56,58,52,80,51,35,44,43,68,38,39,38,41,51,49,35,33,30,66,31,31,33,28,35,23,36,17,15,21,14,20,16,16,11,10,9,14,7,10,7,5,5,5,9,5,4,3,4,18,2846,Pansai(KyuKute)(ST),MMR015009
 Total,231,231,231,256,220,226,209,261,269,249,241,231,210,227,191,204,172,184,182,179,206,173,204,184,188,220,158,173,141,145,170,157,141,151,90,169,102,138,134,115,166,92,76,109,74,128,73,92,92,94,90,99,71,75,58,104,51,51,60,55,58,44,54,27,30,30,20,26,21,18,18,19,12,20,11,13,8,9,7,6,10,5,7,4,4,22,9776,Pansai(KyuKute)(ST),MMR015009
