School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,500,1276,1498,1372,1425,1417,1282,1265,1122,875,617,381,337,176,127,98,53,41,22,13,13,8,6,8,2,7,11,9,2,-,5,2,1,3,3,3,1,1,2,3,2,1,1,2,-,3,1,1,4,3,4,-,2,3,1,4,1,3,3,-,1,-,-,-,-,1,2,-,1,-,-,-,1,1,-,-,-,-,-,2,1,1,-,-,-,1,14038,Thapaung,MMR017003
 Previously attended,97,145,162,162,210,201,221,317,539,655,791,856,1054,1065,983,1247,1084,1053,1065,972,1174,984,1072,1142,1019,1267,969,1089,1056,833,1192,869,869,1009,860,918,662,980,889,726,1054,758,706,864,717,1011,747,753,832,684,792,696,568,635,541,734,472,406,329,280,357,253,221,153,100,192,111,133,147,160,234,127,96,136,108,133,81,69,65,64,33,45,22,18,20,87,49202,Thapaung,MMR017003
 Never attended,988,182,64,47,35,28,24,40,46,45,57,44,34,44,33,45,35,35,31,35,49,33,37,70,43,63,44,49,42,33,65,29,34,49,28,58,27,30,26,26,36,22,31,33,20,40,39,33,27,29,27,25,27,24,18,25,13,14,10,12,10,7,10,5,8,3,4,7,7,21,17,10,7,4,2,10,6,6,5,4,2,2,2,-,2,6,3399,Thapaung,MMR017003
 Total,1585,1603,1724,1581,1670,1646,1527,1622,1707,1575,1465,1281,1425,1285,1143,1390,1172,1129,1118,1020,1236,1025,1115,1220,1064,1337,1024,1147,1100,866,1262,900,904,1061,891,979,690,1011,917,755,1092,781,738,899,737,1054,787,787,863,716,823,721,597,662,560,763,486,423,342,292,368,260,231,158,108,196,117,140,155,181,251,137,104,141,110,143,87,75,70,70,36,48,24,18,22,94,66639,Thapaung,MMR017003
