School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,130,219,302,304,301,327,199,276,273,227,161,143,121,99,56,57,21,19,8,15,8,5,6,6,3,5,5,2,4,1,4,2,2,2,1,1,2,1,1,1,3,-,-,-,3,1,1,1,1,2,-,-,-,-,1,-,-,2,1,2,-,-,-,1,1,2,-,1,1,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,3347,Maungtaw,MMR012009
 Previously attended,15,26,71,59,68,74,73,79,75,94,86,122,141,198,137,196,149,188,193,162,233,163,183,197,150,225,150,171,153,149,200,147,151,151,114,145,98,162,136,91,180,110,96,122,107,116,103,117,103,108,96,86,66,80,53,82,49,61,68,35,62,25,48,31,18,28,7,14,10,15,23,13,13,8,4,15,5,4,4,5,6,7,8,5,1,5,7597,Maungtaw,MMR012009
 Never attended,331,156,128,75,77,91,54,70,85,60,71,71,69,72,59,100,46,70,58,48,118,59,74,73,54,113,42,60,50,57,110,60,73,69,40,88,38,63,44,34,95,38,33,55,19,83,24,43,45,40,50,36,22,31,16,60,11,20,15,16,38,14,26,11,4,32,3,5,8,6,18,5,5,7,2,16,4,4,4,-,2,-,-,-,-,9,4085,Maungtaw,MMR012009
 Total,476,401,501,438,446,492,326,425,433,381,318,336,331,369,252,353,216,277,259,225,359,227,263,276,207,343,197,233,207,207,314,209,226,222,155,234,138,226,181,126,278,148,129,177,129,200,128,161,149,150,146,122,88,111,70,142,60,83,84,53,100,39,74,43,23,62,10,20,19,21,41,19,19,15,7,31,9,8,8,5,8,7,8,5,1,14,15029,Maungtaw,MMR012009
