School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,154,446,474,408,461,458,427,359,333,264,177,146,98,67,43,19,22,8,7,5,6,5,3,3,-,2,2,1,-,2,1,1,1,-,-,-,1,-,1,2,4,1,-,-,1,-,-,-,1,-,1,-,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,4420,Kamma,MMR009015
 Previously attended,32,79,83,76,65,103,128,155,243,259,355,322,399,456,363,477,444,424,475,451,564,491,520,554,507,649,504,555,537,437,624,514,510,531,409,568,474,596,429,400,586,432,450,443,407,505,368,383,363,322,409,305,295,295,261,316,203,223,215,199,203,159,177,110,82,129,84,104,88,87,100,56,52,58,43,64,30,39,44,31,35,17,14,16,7,34,24605,Kamma,MMR009015
 Never attended,355,48,14,21,15,15,16,14,11,15,14,18,21,15,16,28,11,18,21,23,31,25,30,31,23,40,29,27,28,25,38,33,23,31,35,38,29,36,29,31,45,44,43,31,43,53,46,43,47,50,65,51,53,34,40,54,36,45,52,32,66,56,56,34,22,43,35,36,35,29,70,24,31,41,26,55,26,28,20,22,14,4,9,7,7,24,3048,Kamma,MMR009015
 Total,541,573,571,505,541,576,571,528,587,538,546,486,518,538,422,524,477,450,503,479,601,521,553,588,530,691,535,583,565,464,663,548,534,562,444,606,504,632,459,433,635,477,493,474,451,558,414,426,411,372,475,356,349,329,301,370,239,269,268,231,269,215,233,144,104,172,119,140,123,116,170,81,83,99,69,119,56,68,64,53,49,21,23,23,14,58,32073,Kamma,MMR009015
