School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,124,361,416,453,420,439,378,403,350,271,152,99,62,45,33,23,11,9,5,8,9,7,3,1,2,4,1,1,1,1,2,1,-,1,3,-,-,-,-,1,-,-,-,-,-,1,1,1,-,1,1,1,1,1,-,-,2,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4113,Bokepyin,MMR006010
 Previously attended,25,51,64,55,72,72,89,121,163,211,255,284,313,421,311,361,293,301,338,260,387,317,315,341,302,397,272,326,321,275,331,271,257,277,213,301,187,275,206,180,295,173,161,174,139,181,128,159,140,124,172,108,96,81,60,118,54,64,51,51,86,35,31,15,13,40,17,18,14,17,28,10,4,9,6,10,2,3,3,4,4,4,3,2,3,8,12729,Bokepyin,MMR006010
 Never attended,475,204,101,62,35,42,38,31,31,22,33,23,24,33,36,28,15,28,30,19,41,31,22,38,24,50,20,43,32,24,38,24,21,22,24,26,20,20,28,23,28,16,19,25,13,33,15,19,17,12,31,18,22,13,7,24,7,10,8,12,19,10,3,7,6,20,3,5,3,2,16,6,6,1,3,7,2,4,1,3,2,-,2,-,-,5,2366,Bokepyin,MMR006010
 Total,624,616,581,570,527,553,505,555,544,504,440,406,399,499,380,412,319,338,373,287,437,355,340,380,328,451,293,370,354,300,371,296,278,300,240,327,207,295,234,204,323,189,180,199,152,215,144,179,157,137,204,127,119,95,67,142,63,75,59,63,105,45,34,22,19,60,20,24,18,19,44,16,10,10,9,17,4,7,4,7,6,4,5,2,3,13,19208,Bokepyin,MMR006010
