School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,33,71,60,75,62,57,56,54,62,43,28,34,21,27,11,5,9,3,3,1,2,1,1,1,3,3,1,2,1,-,-,-,-,-,1,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,734,Sonemara(ST),MMR005035
 Previously attended,10,4,5,4,-,1,1,3,4,4,9,11,7,22,17,32,23,24,23,28,40,30,39,35,20,51,19,25,33,20,28,22,35,32,17,21,12,25,27,15,19,17,11,18,9,24,7,14,18,14,16,9,9,13,12,19,3,7,5,3,10,2,2,6,3,3,3,-,1,-,1,-,2,-,-,-,1,1,1,-,-,-,-,-,1,-,1062,Sonemara(ST),MMR005035
 Never attended,42,21,7,2,3,-,2,1,-,2,-,1,1,1,-,2,2,1,1,-,1,1,2,-,2,3,-,1,-,1,4,1,3,3,5,2,2,-,2,4,6,2,2,12,9,9,9,11,6,4,14,4,5,5,4,7,4,2,4,8,7,6,4,2,4,7,3,5,-,1,5,-,2,2,2,5,3,4,3,-,3,1,1,2,-,14,339,Sonemara(ST),MMR005035
 Total,85,96,72,81,65,58,59,58,66,49,37,46,29,50,28,39,34,28,27,29,43,32,42,36,25,57,20,28,34,21,32,23,38,35,23,23,14,25,29,20,25,20,13,30,18,33,16,25,24,18,30,13,14,19,16,26,7,9,9,11,17,8,6,8,7,10,6,5,1,1,6,-,4,2,2,5,4,5,4,-,3,1,1,2,1,14,2135,Sonemara(ST),MMR005035
