School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,376,924,1047,993,898,1002,862,928,839,575,347,255,192,96,94,52,34,20,15,16,11,2,8,4,2,5,3,2,3,2,7,1,2,4,5,4,-,4,1,1,1,1,1,-,1,1,-,1,3,-,1,2,-,-,-,2,-,-,-,-,2,-,1,-,-,1,1,1,1,-,1,-,-,-,-,-,-,2,1,-,1,-,-,1,-,2,9665,Ye U,MMR005009
 Previously attended,51,84,110,97,99,98,125,190,259,344,376,492,549,568,512,577,522,565,545,559,713,559,665,656,586,828,568,700,675,519,768,487,614,642,527,727,489,638,613,509,770,444,602,593,488,646,419,472,480,433,561,335,416,349,273,409,285,302,298,251,343,195,265,187,120,256,137,154,117,108,203,98,96,104,57,117,62,75,63,30,48,36,27,23,12,45,31009,Ye U,MMR005009
 Never attended,564,65,20,13,8,7,8,7,9,15,9,8,10,9,15,14,4,10,11,8,11,13,9,7,3,10,9,7,11,9,19,8,16,12,5,22,9,13,9,13,23,16,24,19,14,29,15,22,19,22,22,20,20,17,19,41,17,47,29,30,48,35,41,19,17,43,18,26,29,27,57,22,35,29,33,25,15,32,17,16,13,8,8,5,5,20,2137,Ye U,MMR005009
 Total,991,1073,1177,1103,1005,1107,995,1125,1107,934,732,755,751,673,621,643,560,595,571,583,735,574,682,667,591,843,580,709,689,530,794,496,632,658,537,753,498,655,623,523,794,461,627,612,503,676,434,495,502,455,584,357,436,366,292,452,302,349,327,281,393,230,307,206,137,300,156,181,147,135,261,120,131,133,90,142,77,109,81,46,62,44,35,29,17,67,42811,Ye U,MMR005009
