School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,80,291,345,317,335,330,318,333,275,283,176,91,89,55,41,18,16,15,9,5,5,4,5,1,1,1,-,1,2,2,1,-,2,-,-,1,-,2,-,-,2,-,-,-,1,1,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,3460,Shwethaungyan(ST),MMR017001
 Previously attended,25,27,41,45,53,57,68,93,116,169,202,215,237,275,234,334,275,291,258,270,377,290,281,368,308,352,283,321,306,279,361,243,242,323,224,308,213,296,259,200,271,212,228,244,186,285,174,230,238,189,230,159,121,133,99,161,93,80,69,90,74,52,60,36,28,53,23,32,22,27,44,34,19,24,8,27,6,10,9,6,10,8,10,4,4,19,13260,Shwethaungyan(ST),MMR017001
 Never attended,332,75,28,24,13,18,9,17,5,16,16,12,10,24,8,18,17,11,8,13,19,11,17,27,17,31,19,17,31,19,22,13,12,23,14,22,13,15,21,20,26,19,15,22,28,19,16,19,19,18,36,17,21,22,12,29,10,20,12,13,28,15,12,9,12,18,12,13,9,6,17,8,6,6,18,9,2,6,4,8,7,1,3,1,4,6,1690,Shwethaungyan(ST),MMR017001
 Total,437,393,414,386,401,405,395,443,396,468,394,318,336,354,283,370,308,317,275,288,401,305,303,396,326,384,302,339,339,300,384,256,256,346,238,331,226,313,280,220,299,231,243,266,215,305,190,249,257,208,266,177,142,155,111,190,103,100,81,103,102,67,72,45,40,71,36,45,32,33,61,43,25,31,26,36,8,16,13,14,17,9,13,5,8,25,18410,Shwethaungyan(ST),MMR017001
