School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,340,961,1044,931,907,887,856,910,841,710,569,407,333,248,166,139,94,77,64,33,22,11,6,8,6,12,7,4,3,1,1,2,1,2,2,4,2,1,2,1,-,1,1,2,-,-,1,-,-,-,2,1,3,1,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,2,-,-,-,-,-,1,-,-,-,-,10634,Zeyarthiri,MMR018001
 Previously attended,44,81,87,82,72,92,106,143,166,281,318,375,504,594,599,741,628,702,751,747,971,847,852,959,906,1086,865,952,912,795,938,637,697,756,737,833,593,788,734,562,749,526,569,546,448,531,363,421,474,392,492,345,293,316,285,332,168,162,162,130,183,117,117,92,61,107,50,54,66,53,97,32,36,40,24,37,25,28,14,20,26,9,6,5,5,14,32555,Zeyarthiri,MMR018001
 Never attended,712,103,30,19,15,14,13,7,11,14,15,16,7,12,6,10,10,11,12,12,21,11,13,10,7,12,9,13,18,8,24,17,15,18,6,20,4,9,14,9,20,15,13,15,7,10,6,12,13,7,21,9,13,6,11,23,7,10,4,11,7,12,8,7,5,8,4,5,4,3,11,9,3,7,1,7,4,4,4,4,2,2,3,-,-,5,1669,Zeyarthiri,MMR018001
 Total,1096,1145,1161,1032,994,993,975,1060,1018,1005,902,798,844,854,771,890,732,790,827,792,1014,869,871,977,919,1110,881,969,933,804,963,656,713,776,745,857,599,798,750,572,769,542,583,563,455,541,370,433,487,399,515,355,309,323,296,356,175,172,167,141,190,129,125,99,67,115,54,59,70,56,109,41,39,47,25,46,29,32,18,24,28,12,9,5,5,19,44858,Zeyarthiri,MMR018001
