School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,380,962,1093,1043,1061,996,939,968,847,639,491,319,232,165,128,85,43,27,25,17,19,5,7,1,2,11,1,1,2,3,2,1,-,-,1,1,1,1,1,1,1,2,-,1,3,1,1,2,-,2,1,2,-,1,2,-,-,-,-,1,1,-,-,-,-,1,1,1,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,1,10550,Pinlaung,MMR014009
 Previously attended,49,68,84,83,74,89,126,152,253,351,546,725,909,1041,940,1135,1016,984,974,910,1021,877,951,916,901,975,743,754,781,672,765,694,684,697,561,718,528,697,508,493,544,418,449,479,400,436,330,356,344,321,351,266,256,269,193,250,135,156,159,159,155,122,110,71,62,76,60,53,53,56,61,43,32,28,22,25,19,10,18,16,10,10,4,6,7,16,32861,Pinlaung,MMR014009
 Never attended,769,119,32,19,20,19,10,14,8,10,19,19,28,28,29,30,21,28,32,40,40,39,53,54,52,81,68,65,81,66,76,69,87,72,78,100,71,68,65,70,86,63,77,52,69,96,73,87,90,75,115,90,54,55,76,98,38,71,63,57,70,55,51,32,29,38,26,45,45,51,39,29,33,27,30,37,15,19,22,15,13,10,7,13,9,7,4901,Pinlaung,MMR014009
 Total,1198,1149,1209,1145,1155,1104,1075,1134,1108,1000,1056,1063,1169,1234,1097,1250,1080,1039,1031,967,1080,921,1011,971,955,1067,812,820,864,741,843,764,771,769,640,819,600,766,574,564,631,483,526,532,472,533,404,445,434,398,467,358,310,325,271,348,173,227,222,217,226,177,161,103,91,115,87,99,99,107,101,73,65,56,52,62,34,29,40,31,23,20,11,19,16,24,48312,Pinlaung,MMR014009
