Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,47,9150,9197,Twantay,MMR013027
 Rural,926,41479,42405,Twantay,MMR013027
 Total,973,50629,51602,Twantay,MMR013027
