Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,39,2137,2176,Kyaikemaraw,MMR011002
 Rural,862,35850,36712,Kyaikemaraw,MMR011002
 Total,901,37987,38888,Kyaikemaraw,MMR011002
