Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,9,899,908,Dekkhinathiri,MMR018004
 Rural,65,6024,6089,Dekkhinathiri,MMR018004
 Total,74,6923,6997,Dekkhinathiri,MMR018004
 Urban,42274,3007159,3049433,Dekkhinathiri,MMR018004
 Rural,225798,7602601,7828399,Dekkhinathiri,MMR018004
 Total,268072,10609760,10877832,Dekkhinathiri,MMR018004
