Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,29,2459,2488,Gwa,MMR012017
 Rural,107,8650,8757,Gwa,MMR012017
 Total,136,11109,11245,Gwa,MMR012017
