Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,117,862,979,Naungtayar(ST),MMR014009
 Rural,766,14834,15600,Naungtayar(ST),MMR014009
 Total,883,15696,16579,Naungtayar(ST),MMR014009
