Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,113,10981,11094,Tachileik,MMR016009
 Rural,828,19257,20085,Tachileik,MMR016009
 Total,941,30238,31179,Tachileik,MMR016009
