Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,241,1718,1959,Minepan,MMR014021
 Rural,116,3346,3462,Minepan,MMR014021
 Total,357,5064,5421,Minepan,MMR014021
