Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,95,9051,9146,Tatkon,MMR018003
 Rural,177,42424,42601,Tatkon,MMR018003
 Total,272,51475,51747,Tatkon,MMR018003
