Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,84,1035,1119,Minetung,MMR016008
 Rural,102,3037,3139,Minetung,MMR016008
 Total,186,4072,4258,Minetung,MMR016008
