Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,88,64668,64756,North Okkalapa,MMR013012
 Total,88,64668,64756,North Okkalapa,MMR013012
