Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,87,5219,5306,Kyangin,MMR017012
 Rural,370,21181,21551,Kyangin,MMR017012
 Total,457,26400,26857,Kyangin,MMR017012
