Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,331,103476,103807,Hlinethaya,MMR013008
 Rural,230,44674,44904,Hlinethaya,MMR013008
 Total,561,148150,148711,Hlinethaya,MMR013008
