Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,2,8597,8599,Lanmadaw,MMR013035
 Total,2,8597,8599,Lanmadaw,MMR013035
