Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,109,7191,7300,Wundwin,MMR010031
 Rural,466,45803,46269,Wundwin,MMR010031
 Total,575,52994,53569,Wundwin,MMR010031
