Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,86,767,853,Minemaw,MMR015008
 Rural,180,9412,9592,Minemaw,MMR015008
 Total,266,10179,10445,Minemaw,MMR015008
