Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,125,4472,4597,Ngathaingchaung(ST),MMR017006
 Rural,795,17521,18316,Ngathaingchaung(ST),MMR017006
 Total,920,21993,22913,Ngathaingchaung(ST),MMR017006
