Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,639,31302,31941,Pyin Oo Lwin,MMR010008
 Rural,1004,20437,21441,Pyin Oo Lwin,MMR010008
 Total,1643,51739,53382,Pyin Oo Lwin,MMR010008
