Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,85,2768,2853,Loilem,MMR014011
 Rural,363,7685,8048,Loilem,MMR014011
 Total,448,10453,10901,Loilem,MMR014011
