Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,76,1116,1192,Maukme`,MMR014020
 Rural,163,5839,6002,Maukme`,MMR014020
 Total,239,6955,7194,Maukme`,MMR014020
