Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,-,410,410,Seikkan,MMR013045
 Total,-,410,410,Seikkan,MMR013045
