Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,28,25890,25918,Mingala Taungnyunt,MMR013022
 Total,28,25890,25918,Mingala Taungnyunt,MMR013022
