Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,96,2163,2259,Pindaya,MMR014006
 Rural,684,14601,15285,Pindaya,MMR014006
 Total,780,16764,17544,Pindaya,MMR014006
