Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,13,142,155,Naphang,MMR015006
 Rural,217,16102,16319,Naphang,MMR015006
 Total,230,16244,16474,Naphang,MMR015006
