Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,7,4601,4608,Dagon,MMR013043
 Total,7,4601,4608,Dagon,MMR013043
