Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,254,1669,1923,Theinni,MMR015002
 Rural,1916,7940,9856,Theinni,MMR015002
 Total,2170,9609,11779,Theinni,MMR015002
